latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
29.185906,-81.074106,016,040,4307,2721,2026-07-21,1554,L8,high,D
28.992306,-81.066268,016,040,4332,3436,2026-07-21,1554,L8,low,D
28.992306,-81.06596,016,040,4333,3436,2026-07-21,1554,L8,high,D
27.967342,-81.028113,016,040,4455,7221,2026-07-21,1554,L8,high,D
27.967071,-81.028113,016,040,4455,7222,2026-07-21,1554,L8,low,D
27.965717,-81.027808,016,040,4456,7227,2026-07-21,1554,L8,high,D
27.965446,-81.027808,016,040,4456,7228,2026-07-21,1554,L8,high,D
27.965988,-81.027503,016,040,4457,7226,2026-07-21,1554,L8,high,D
27.965717,-81.027503,016,040,4457,7227,2026-07-21,1554,L8,high,D
27.965988,-81.027198,016,040,4458,7226,2026-07-21,1554,L8,high,D
27.965717,-81.027198,016,040,4458,7227,2026-07-21,1554,L8,medium,D
27.965446,-81.027198,016,040,4458,7228,2026-07-21,1554,L8,high,D
27.965717,-81.026893,016,040,4459,7227,2026-07-21,1554,L8,high,D
27.96653,-81.026283,016,040,4461,7224,2026-07-21,1554,L8,medium,D
27.965447,-81.025368,016,040,4464,7228,2026-07-21,1554,L8,high,D
27.965988,-81.025063,016,040,4465,7226,2026-07-21,1554,L8,medium,D
27.965718,-81.025063,016,040,4465,7227,2026-07-21,1554,L8,high,D
27.965447,-81.025063,016,040,4465,7228,2026-07-21,1554,L8,medium,D
27.965718,-81.024758,016,040,4466,7227,2026-07-21,1554,L8,medium,D
27.965447,-81.024758,016,040,4466,7228,2026-07-21,1554,L8,high,D
27.965176,-81.024757,016,040,4466,7229,2026-07-21,1554,L8,high,D
27.964905,-81.024757,016,040,4466,7230,2026-07-21,1554,L8,high,D
27.964634,-81.024757,016,040,4466,7231,2026-07-21,1554,L8,low,D
27.965176,-81.024452,016,040,4467,7229,2026-07-21,1554,L8,high,D
27.964905,-81.024452,016,040,4467,7230,2026-07-21,1554,L8,high,D
27.964634,-81.024452,016,040,4467,7231,2026-07-21,1554,L8,medium,D
27.965718,-81.024148,016,040,4468,7227,2026-07-21,1554,L8,high,D
27.965447,-81.024147,016,040,4468,7228,2026-07-21,1554,L8,high,D
27.965176,-81.024147,016,040,4468,7229,2026-07-21,1554,L8,high,D
27.965718,-81.023843,016,040,4469,7227,2026-07-21,1554,L8,high,D
27.965447,-81.023842,016,040,4469,7228,2026-07-21,1554,L8,high,D
27.965176,-81.023842,016,040,4469,7229,2026-07-21,1554,L8,high,D
27.965447,-81.023537,016,040,4470,7228,2026-07-21,1554,L8,medium,D
27.965176,-81.023537,016,040,4470,7229,2026-07-21,1554,L8,high,D
27.964635,-81.023537,016,040,4470,7231,2026-07-21,1554,L8,high,D
27.964364,-81.023537,016,040,4470,7232,2026-07-21,1554,L8,high,D
27.965447,-81.023232,016,040,4471,7228,2026-07-21,1554,L8,high,D
27.964635,-81.023232,016,040,4471,7231,2026-07-21,1554,L8,high,D
27.964364,-81.023232,016,040,4471,7232,2026-07-21,1554,L8,high,D
27.965447,-81.022927,016,040,4472,7228,2026-07-21,1554,L8,high,D
27.965176,-81.022927,016,040,4472,7229,2026-07-21,1554,L8,high,D
27.964906,-81.022927,016,040,4472,7230,2026-07-21,1554,L8,high,D
27.964635,-81.022927,016,040,4472,7231,2026-07-21,1554,L8,high,D
27.965176,-81.022622,016,040,4473,7229,2026-07-21,1554,L8,medium,D
27.964906,-81.022622,016,040,4473,7230,2026-07-21,1554,L8,high,D
27.964635,-81.022622,016,040,4473,7231,2026-07-21,1554,L8,medium,D
27.964635,-81.022317,016,040,4474,7231,2026-07-21,1554,L8,medium,D
27.964635,-81.022012,016,040,4475,7231,2026-07-21,1554,L8,medium,D
27.965718,-81.021707,016,040,4476,7227,2026-07-21,1554,L8,medium,D
27.964635,-81.021402,016,040,4477,7231,2026-07-21,1554,L8,medium,D
27.964364,-81.021402,016,040,4477,7232,2026-07-21,1554,L8,low,D
27.964093,-81.020487,016,040,4480,7233,2026-07-21,1554,L8,low,D
27.964094,-81.020182,016,040,4481,7233,2026-07-21,1554,L8,medium,D
27.964094,-81.019267,016,040,4484,7233,2026-07-21,1554,L8,medium,D
27.963823,-81.019267,016,040,4484,7234,2026-07-21,1554,L8,high,D
27.964094,-81.018962,016,040,4485,7233,2026-07-21,1554,L8,high,D
27.963823,-81.018962,016,040,4485,7234,2026-07-21,1554,L8,high,D
27.964094,-81.018657,016,040,4486,7233,2026-07-21,1554,L8,medium,D
27.963823,-81.018657,016,040,4486,7234,2026-07-21,1554,L8,high,D
27.964094,-81.018352,016,040,4487,7233,2026-07-21,1554,L8,medium,D
